Text	Predicted Label Correct Label
" katholizismus form, verteilt alle auftrage an die mitgl. nach best. als die papstkirche im 16. jh. die burgerliche gesellschaft und ihre macht, insbesondere die bayerische, besiegelte, erkannte die bayerische obrigkeit die bedeutung der kirche und ihrer anhanger fur sich. sie beauftragte sie mit der aufgabe, die bevolkerung mit ihren anschauungen zu durchdringen. im zuge dieser aufgabe standen die katholischen priester in einer doppelstellung. sie waren nicht nur die boten des papstes, sondern auch die vertreter der jeweiligen landesherren. gerade die doppelstellung der kirchenvertreter machte diese aufgabe schwierig. fur die kirche war es wichtig, eine gewisse anhangerschaft zu erreichen und diese durch die ausfuhrung der anordnung zu behalten. dafur gab es, im gegensatz zu anderen institutionen, keine festen organisationsstrukturen. vielmehr hatte jeder angehorige der kirche, d. h. jeder priester, die moglichkeit, nach eigenem ermessen zu handeln. sie entfaltete dadurch eine hohe effektivitat, da sie sich jederzeit auf alle angehorigen der kirche stutzen konnte. im 17. jh. wurde die beeinflussung der bevolkerung durch die kirche zunehmend schwierig. ein grund dafur war die wachsende frommigkeit, die den menschen an den glaubigen fesselte und ihnen eine eigene, nicht kirchliche identitat verschaffte. eine weitere ursache war die aufhebung der leibeigenschaft im jahre 1848, die die priester von ihren vorbildern, den adeligen, abhob. die	0	1
" churfurstin juliana zu regenspurg, von ainem mahler uf dem altar der altzoglichen capell gepraint ; jetzt aber in der furstl. kayserl. und konigl. mayntzischen hof - bibliothek befindlich. / mit einer erlauternden abhandlung von prof. dr. carl von seidlitz,... 1839. sechstes buch. wie anna nun in dieser zeit, in welcher sie sich mit ihrem herzen voll und ganz in den dienst ihres herren gottes gestellt hatte, so glucklich war, war doch ihre stellung nicht frei von sorgen, und auch dafur war sie nicht imstande, sich mit sicherheit zu ruhmen, daß sie auch jetzt noch ihre treue bewahren wurde. die sorge, wie sie anfangs gewesen war, hatte sich in das geringste gedrangt, und war in dieser art gewichen, aber neue sorgen hatten sie ersetzt, und diese sorgen waren fast noch unertraglicher gewesen, als die fruhere, weil sie uber eine dauer von jahren fortgesetzt waren, und sich ihr herzen immer mehr und mehr erbitterten. sie hatte sich vorausgesehen, daß sie, wenn sie ihres herrn dienen wollte, ohne zweifel den anschlag auf ihre ehre machen wurde, und daß sie dadurch die ursache haben wurde, daß ihr herze in der verzweiflung uber diesen schmerz sein blut vergossen musse. und doch war sie auch so weit gegangen, daß sie mit aller gewißheit ihren herrn gott im herzen hatte, und daß sie zu ihm flehte, daß sie, wenn er es wunsche, auch ihr leben fur ihn her	0	1
" 1857 besiegte er den papst bei castelfidardo, 1860 war er mit garibaldi und victor emanuel dem konig von sardinien. — chartismus chartist, chartisten, soziale bewegung in england ; grundsatz, dass man jedem burger das wahlrecht, und damit die macht, auf der grundlage der abschaffung der feudalrechte und des majoritatswahlrechts verschaffen will. die chartisten beabsichtigten eine charta ( grundgesetz ) auszuarbeiten und anzubieten. — chartismus charta ( grundgesetz ) der englischen chartisten. cicero — casarenbefehl cicero, marcus tullius, rom. staatsmann, 106 - 43 v. chr. ; war konsul, sprecher der opposition und schließlich mit pompeius dem feldherrn verbundet. er hatte in seinen reden gegen verres, catilina und clodius sich hervorragend bewahrt. sein sohn war der schriftsteller und staatsmann marcus tullius cicero. — casarenbefehl casarenbefehl, rom. zivilbefehl. cleopatra — codices cleopatra, 69 - 30 v. chr. ; konigin von agypten, durch ihre liebe zu den romischen konsuln antonius und octavian gefurchtet und gehaßt. — codices buch, handschrift. coleridge — concordat coleridge, samuel taylor, engl. dichter, 1772 - 1834 ; war von 1810 - 17 als redakteur und mitarbeiter an den » edinburgh review « tatig, war nachher als privatlehrer und als hofprediger in malta. — concordat concordat, im altertum ein vertrag zwischen einem staat und einer gemeinschaft, um bestimmte rechte und pflichten abzustimmen. conradin — corpus juris civilis conradin, 1252 - 1268, sohn heinrichs vii. von sizilien und konig von jerusalem ; wurde 1268 in neapel von karl	0	1
" hat der versicherte dagegen nur ein teil der ladung verloren, so erhalt er von dem verlust den versicherungsbetrag nebst den ihm zustehenden abgaben, zollen und unkosten an bord. " [SEP]	0	1
" 36 - 42. die erziehung der gefangenen. der ausgang der gefangenen. 36. diejenigen, die sich noch nicht an die strenge ordnung des hospitals gewohnt haben, leiden anfangs einigermaßen an dem zu langen und nachdenklichen mahlzeiten. am nachsten tage und am nachsten tag wieder fallt es ihnen schwerer, als am ersten, der beschaftigung mit dem essen und trinken raum zu geben. auf den 3ten und 4ten tag erlischt auch diese last. das ist schon eine große vorbereitung fur die unschuldigen, die in das beruchtigte berlin kommen. die ubrigen gefangenen fuhlen sich so wohl, daß sie weder hungern noch saufen. 37. die einnahme des essens geschieht nach dem muster des militars, indem man den teller einander zuschreibt, und die fremden unbekannter art nicht mehr als zwei teller voll setzt, zu welchem zwecke die wurst, wie das fleisch, die suppe, wie das gemuse, in ungewohnlich großen formen bereitet wird, so daß jeder teller voller wird, als ob er vom militarsoldaten verzehrt worden ware. der wein, der im hospital 2 - 1 / 2 pf. pro maß kostet, und der bier, das 1 - 1 / 2 pf. per maß wird, werden nur nach dem bedurfniß genommen, und zwar unter der aufsicht des krankenwarters, dessen aufgabe es ist, daß jeder gefangene genug trinke, aber nicht zu viel. 38. nichts ist den gefangenen untersagt, als der zutritt zu den reihen der eisengießerei, der fabriken und schmieden, und die, die es wagen, solch einen raub zu begeh	0	1
" abortio ) ist die spontane oder therapeutisch herbeigefuhrte austrocknung der gebarmutter ( lat. uterus oder gravidarum ) wahrend der schwangerschaft, der abbruche des fotus und der gefaßblutung aus den plazenta - und gebarmuttervenen. abortus ( lat. abortio ) bedeutet ‚ absetzen, aussetzen ‘ ; ein abortus ( lat. " [SEP]	0	1
" schriftsteller, geb. 1803 zu new york, ist der verfasser von „ the evidences of christianity “ ( 2 bde. 1844 ) u. s. w. 2 ) john, nordamerikan. schriftsteller, geb. 1806 zu new york, war um die mitte des 19. jahrh. dort als rechtsanwalt, politiker und journalist thatig. er verfaßte „ ancient and modern literature of the united states “ ( 2 bde. 1837 ) ; „ the history of the u. s. from their first discovery to the year 1807 “ ( 1842 ) ; „ history of the civil war in america “ ( 1849 ) u. s. w. 3 ) john, engl. politiker, geb. 1801 zu london, war zunachst ein eifriger unitarier, trat aber spater zum katholizismus uber, dessen lehrsatze er zu seiner lebenszeit unermudlich verbreitete. er war mitglied des englischen parlaments von 1837 bis 1841, ministerialsekretar im ministerium peel ' s, von 1846 bis 1851, und von 1851 bis 1852 prasident des handelsministeriums. 4 ) joshua, engl. astronom, geb. 1763 zu leicester, war von 1817 bis 1842 direktor des kataloges der sternbilder. er ist verfasser der werke : „ an introduction to astronomy “ ( 1825 ) ; „ the system of the stars “ ( 1831 ) ; „ historical sketch of astronomy “ ( 1834 ) u. s. w. 5 ) sir joseph, engl. general, geb. " [SEP]	0	1
" jahrh. mit dem kornmesser einherziehenden schutzbuben, die ihrerseits untereinander mit steinen und knuppeln fechten wollten. abdankung ( schwabisch ), s. ~ niederung ~. abentheuer, mhd. form von ~ venture ~, von lat. " [SEP]	0	1
" indes ist ain reichstag anno domini vierzehenhundert ainsundneunzige ausgeschriben und geen nurnberg gelegt, uf welchem der merertail stende gehorsamlichen erschinen. nu hat herr johanns wornher, demnach er widerum ußer italia kommen, aus rat herzog albrechts von bayern und anderer seiner herrn und freundt, sich auch auf solchen reichstag, doch zuvor mit ainem glait nach aller notturft versehen, verfuegt. " [SEP]	0	1
" schlangen sich mit grausamen klingen. finger von ihren hauptern. schon kront das letzte wort die ganze. angesicht, und heftig zischt der segen : sei gerecht und schrecklich. die verfolgten. " [SEP]	0	1
" es - 1 esta persona tiene conocimientos avanzados del espanol. fi - 1 tama henkilo on saannollisesti suomeksi kielitaitoinen. fr - 1 cette personne a des connaissances avancees du francais. hu - 1 ez a felhasznalo gyakran magyarul irt. ja - 1 この 人 は 日 本 語 か [UNK] 語 てす. ko - 1 이 사용자는 한국어를 자랑하다. " [SEP]	0	1
" ( dieser artikel wurde fur die „ liste der autoren und titel “ des buches „ literaturverzeichnis “ benotigt. ) " [SEP]	0	1
" die brucke von remagen die brucke von toko - ri die brucke von triumph carve her name with pride cat ballou ( film ) der chef wunscht keine zeugen der coup der cowboy von brooklynine ( film ) d day ( film ) daddy ’ s gone to war dawn of the dead ( film ) dead man walking ( film ) die letzte patrouille die schlangengrube und das pendel die sieben manner der sumuru die unheimliche macht die unheimliche macht ii : der schatten des mondes die unfassbaren … 1967 ( film ) die unschuldigen und die biestchen ( film ) die verlorenen ( film ) die verurteilten ( film ) die wacht am rhein die waffen der frauen ( film ) die weiße holle vom piz palu ( film ) die weiße spinne ( film ) die weite reise die winds of kitty hawk ( film ) die wolke ( film ) die wustenratten ( film ) die wut des himmels ( film ) dil chahta hai ( film ) doppelagent ( film ) dracula ( film ) dschingis khan ( film ) dunkle sturme ( film ) durbin ’ s revenge ( film ) endstation sehnsucht ( film ) endstation zoo ( film ) eine frau fur jack ( film ) eine handvoll hoffnung ( film ) ein starker abgang ( film ) eine verhangnisvolle erfindung ( film ) einer flog uber das kuckucksnest ( film ) einsame spuren ( film ) enigma ( film ) erben des fluchs ( film ) erleuchtung im dunkel ( film ) erster klasse ( film ) es geschah an der 13. straße ( film ) es geschah am hellichten tag ( film ) es geschah in berlin ( film ) es geschah in einer nacht ( film ) es geschah in genua ( film ) es geschah in … ( film ) es geschah in zahrain ( film ) es geschah in agypten ( film ) es geschah in kairo ( film ) es geschah in madrid ( film ) es geschah in monte carlo ( film ) es ge	0	1
" [ 1 ] giftigkeit fur menschen und tiere : wahrscheinlich hochgiftig. giftigkeit fur den menschen : unbekannt. giftigkeit fur tiere : unbekannt. giftigkeit fur wasserorganismen : unbekannt. verbleib in der umwelt : unbekannt. abbau : unbekannt. absetzbarkeit : unbekannt. zusatzinformationen [ 1 ] strukturformel allgemeines freiname zidovudin andere namen 3 ' - azido - 3 ' - desoxythymidin 1 - [ ( 2 r, 4 s, 5 s ) - 4 - azido - 5 - hydroxymethyl - oxolan - 2 - yl ] - 5 - methyl - pyrimidin - 2, 4 - dion ( iupac ) summenformel c 10 h 13 n 5 o 4 cas - nummer 30516 - 87 - 1 atc - code j05 af01 kurzbeschreibung weißes bis beiges, kristallines, lichtempfindliches pulver [ 1 ] arzneistoffangaben wirkstoffklasse virostatika nukleosidische reverse - transkriptase - inhibitoren ( nrti ) wirkmechanismus kompetitive hemmung der reversen transkriptase fertigpraparate retrovir ® verschreibungspflichtig : ja eigenschaften molare masse 267, 24 g / mol schmelzpunkt 124 – 126 °c [ 1 ] sicherheitshinweise gefahrstoffkennzeichnung unbekannt r - und s - satze r :? s :? [ 1 ] giftigkeit fur menschen und tiere : wahrscheinlich hochgiftig. giftigkeit fur den menschen : unbekannt. giftigkeit fur tiere : unbekannt. giftigkeit fur wasserorganismen : unbekannt. verbleib in der umwelt : unbekannt. abbau : unbekannt. absetzbarkeit : unbekannt. zusat	0	1
" nach der niederlage venedigs 1570 – 71 fiel das inselreich an die osmanen, die es bis zur unabhangigkeit 1960 kontrollierten. die zyprer sind die großten tee - konsumenten der welt : es wird ein durchschnitt von 2, 5 kg pro person pro jahr konsumiert. ein typisches gericht ist koupepia ( » kuchenbrot « ), das in etwa zu vergleichen ist mit italienischem _ schiacciata _ ( einer art pizzateig ) oder turkischem _ lahmacun _ ( turkisches brot mit lammfleisch ). _ pilaf _ ist ein reisgericht, das in der turkei, dem irak, im libanon und syrien sehr beliebt ist. kara sefta ( gerstenseftliches eintopf ) dieses gericht, das in der turkei, syrien, in agypten und auf zypern beliebt ist, basiert auf reis und fleisch und ist eine abwandlung der italienischen _ bolognese _. zubereitungszeit : 45 min. fur 4 personen 1 el olivenol 1 karottenstange, geschalt, gewurfelt 1 stange zwiebeln, fein gehackt 1 rote paprika, fein gehackt 2 knoblauchzehen 2 mohren, geschalt und gewurfelt 2 el knoblauchpulver 100 g tomatenmark ( oder passieren ) 1 tl paprikapulver 125 g ( 100 g ) getrocknetes datteln ( fur die version ohne datteln, vgl. s. 228 ) 50 g frisch gehackte pinienkerne 100 g reismehl 100 g zermahlenes parmesan, plus ein stuckchen fur die oberflache 2 el frische minze 1 el frische thymian - oder basilikumblatter 450 g gekochter oder tiefgefrorener reis 100 g fein gehackte kalbsbries ( oder trockenfruchte wie apfel, aprikosen oder tr	0	1
" fur diesen zweck neu erstellt werden. bilder aus der wikipedia konnen unter der creative commons lizenz „ namensnennung – weitergabe unter gleichen bedingungen “ ( cc by - sa ) verwendet werden, soweit kein ausdrucklicher hinweis auf einen anderen lizenzierungsstatus vorhanden ist. dieser eintrag wurde am 12. " [SEP]	0	1
" es wurde 1784 gegrundet. die bevolkerung betrug 2004 3. 285. solote pole liegt am fluss ischkar, 14 km westlich von kirowske, 26 km westlich von dschankoj und 35 km nordwestlich von simferopol. " [SEP]	0	1
" ein ahnliches pyrophores material ist pyrolit ( auch als zundhutchen bekannt ). " [SEP]	0	1
" ipa - eintrag x sampa x - sampa x kirshenbaum x ^ horbeispiel ( datei,? ) [ ʔaɫːa ] [ [ media : { { { audiodatei3 } } } | { { { audio3 - hinweis } } } ] ] ( [ [ : bild : { { { audiodatei3 } } } | datei ] ],? ) ipa - eintrag w sampa w - sampa w kirshenbaum w ^ horbeispiel ( datei,? ) [ ʔawʔa ] [ [ media : { { { audiodatei4 } } } | { { { audio4 - hinweis } } } ] ] ( [ [ : bild : { { { audiodatei4 } } } | datei ] ],? ) ipa - eintrag e sampa e - sampa e kirshenbaum e ^ horbeispiel ( datei,? ) [ ɛʔa ] [ [ media : { { { audiodatei5 } } } | { { { audio5 - hinweis } } } ] ] ( [ [ : bild : { { { audiodatei5 } } } | datei ] ],? ) ipa - eintrag o sampa o - sampa o kirshenbaum o ^ horbeispiel ( datei,? ) [ ɔʔa ] [ [ media : { { { audiodatei6 } } } | { { { audio6 - hinweis } } } ] ] ( [ [ : bild : { { { audiodatei6 } } } | datei ] ],? ) ipa - eintrag u sampa u - sampa u kirshenbaum u ^ horbeispiel ( datei,? ) [ ʊʔa ] [ [ media : { { { audiodatei7 } } } | { { { audio7 - hinweis } } } ] ] ( [ [ : bild : { { { audiodatei7 } } } | datei ] ],? ) ipa - eintrag a sampa a - sampa a kirshenbaum a ^ horbeispiel ( datei,? ) [ ɐʔa ] [ [ media : { { { audiodatei8 } } } | { { { audio8 -	0	1
" sie ist somit im vergleich zur npd eine deutlich großere gefahr. die pds / linke... ist personell und ideologisch teil der linksextremen szene und wird vom deutschen steuerzahler subventioniert. " [SEP]	0	1
" der film uber die terroranschlage am 11. september 2001 zeigt das, was jeder weiß, aber niemand offen zu sagen wagt : die amerikaner haben sich selbst angegriffen. die untersuchungskommission der kongressabgeordneten unter dem vorsitz des ehemaligen senators bob graham, demokrat von florida, bestatigt : die usa waren seit den 1970er jahren im zuge ihrer geheimen, nicht abgesprochenen politik mit den terroristen im nahen osten eng verbunden. " [SEP]	0	1
